"pessoa_idade";"salario_ano";"propriedade_sit";"ano_trabalhado";"motivo_emprestimo";"pontuacao_emprestimos";"vl_total";"tx_juros";"inadimplencia";"tx_renda_divida";"hst_inadimplencia";"hst_primeiro_credito"
24;79632;"Alugada";0;"Educativo";"C";25000;13.35;"1";0.31;"0";4
25;62366;"Alugada";8;"Educativo";"A";10000;8.94;"0";0.16;"0";2
21;65500;"Alugada";6;"Educativo";"C";8000;12.84;"0";0.12;"1";2
27;24000;"Alugada";4;"Pagamento de débitos";"B";7000;10.75;"0";0.29;"0";10
23;225000;"Alugada";8;"Pagamento de débitos";"A";7500;8.63;"0";0.03;"0";2
22;60000;"Hipotecada";6;"Educativo";"C";2000;12.61;"0";0.03;"1";2
24;50000;"Alugada";1;"Pessoal";"B";10000;11.71;"0";0.2;"0";2
30;46800;"Alugada";7;"Educativo";"C";11200;13.98;"1";0.24;"1";7
25;37676;"Alugada";6;"Pessoal";"A";7500;8.32;"0";0.2;"0";4
36;900000;"Hipotecada";8;"Pessoal";"B";6000;0.0;"0";0.01;"0";12
23;34560;"Alugada";5;"Pagamento de débitos";"D";9600;16.02;"1";0.28;"1";3
35;32000;"Alugada";4;"Médico";"A";14500;6.17;"1";0.45;"0";9
25;45996;"Hipotecada";9;"Melhora do lar";"C";11000;12.68;"1";0.24;"0";2
22;44000;"Alugada";5;"Educativo";"D";10000;15.95;"0";0.23;"0";4
28;22000;"Própria";5;"Educativo";"A";8000;6.99;"0";0.36;"0";5
24;56533;"Hipotecada";0;"Melhora do lar";"B";20000;11.11;"0";0.35;"0";2
26;36000;"-";0;"-";"C";16000;13.57;"0";0.17;"1";10
23;67000;"Hipotecada";3;"Pagamento de débitos";"A";9250;5.79;"0";0.14;"0";2
39;23500;"-";14;"Pessoal";"D";5600;0.0;"0";0.16;"0";17
37;44000;"Alugada";12;"Empreendimento";"C";3500;13.61;"0";0.08;"0";15
25;40000;"Alugada";2;"Pagamento de débitos";"A";7000;8.94;"0";0.17;"0";3
24;79000;"Hipotecada";4;"Melhora do lar";"D";5000;15.33;"1";0.06;"0";2
24;117996;"Hipotecada";6;"Empreendimento";"E";18000;17.04;"0";0.15;"1";3
33;51200;"Alugada";1;"Empreendimento";"E";13075;16.7;"1";0.26;"1";8
26;74800;"Hipotecada";3;"Médico";"D";10000;14.54;"1";0.11;"0";3
22;76500;"Hipotecada";2;"Pagamento de débitos";"C";15000;0.0;"0";0.2;"1";4
29;60000;"Própria";9;"Pessoal";"C";9000;12.23;"0";0.15;"0";10
35;75000;"Hipotecada";2;"Pessoal";"C";20000;13.49;"0";0.27;"1";5
24;100000;"Hipotecada";8;"Empreendimento";"F";30000;18.62;"0";0.3;"1";2
25;0;"Alugada";5;"Educativo";"A";0;13.49;"0";0.01;"0";8
26;36636;"Hipotecada";0;"Médico";"A";5000;6.03;"0";0.14;"0";2
22;58000;"Alugada";6;"Educativo";"B";3000;11.83;"0";0.05;"0";2
26;37000;"Alugada";0;"Pessoal";"B";14000;9.88;"1";0.38;"0";4
23;40000;"Hipotecada";7;"Empreendimento";"B";14000;0.0;"0";0.35;"0";3
33;34000;"Alugada";17;"Pagamento de débitos";"D";11175;14.96;"1";0.33;"0";8
21;62000;"Hipotecada";2;"Pagamento de débitos";"A";6000;7.51;"0";0.1;"0";2
22;42500;"Alugada";0;"Pagamento de débitos";"C";5000;12.98;"0";0.12;"1";4
22;108600;"Hipotecada";6;"Educativo";"C";14400;13.48;"0";0.13;"0";3
28;68004;"Alugada";1;"Pessoal";"C";15000;13.16;"0";0.22;"1";7
27;45000;"Alugada";4;"Pessoal";"B";6500;10.99;"0";0.14;"0";8
35;65000;"Hipotecada";0;"Empreendimento";"A";6500;5.42;"0";0.1;"0";5
47;65000;"Alugada";2;"Educativo";"B";9500;11.89;"0";0.15;"0";14
27;65000;"Alugada";4;"Pessoal";"A";28000;7.9;"1";0.43;"0";10
26;103200;"Hipotecada";8;"Pessoal";"A";9000;6.76;"0";0.09;"0";2
24;60000;"Hipotecada";5;"Empreendimento";"A";14000;7.51;"0";0.23;"0";4
22;24000;"Alugada";0;"Pagamento de débitos";"A";2450;7.9;"0";0.1;"0";2
22;70000;"Alugada";3;"Empreendimento";"C";9000;13.49;"0";0.13;"1";2
42;38400;"Alugada";4;"Médico";"B";13000;0.0;"1";0.34;"0";17
22;19800;"Própria";1;"Educativo";"A";2100;8.38;"0";0.11;"0";4
26;48000;"Alugada";5;"Pagamento de débitos";"F";25000;18.43;"1";0.52;"0";3
33;44000;"Alugada";5;"-";"D";8500;0.0;"0";0.3;"0";2
26;54600;"Alugada";4;"Melhora do lar";"C";8000;13.8;"0";0.15;"1";4
0;0;"Hipotecada";6;"Médico";"A";10000;7.51;"0";0.11;"0";10
26;107000;"Alugada";2;"Médico";"A";9800;8.9;"0";0.09;"0";3
24;56000;"Hipotecada";8;"Pagamento de débitos";"E";20000;16.7;"1";0.36;"1";4
25;43000;"Alugada";4;"Educativo";"A";10000;7.66;"0";0.23;"0";3
25;64000;"Hipotecada";10;"Médico";"A";5000;7.29;"0";0.08;"0";2
46;57359;"Hipotecada";3;"Pagamento de débitos";"A";9000;6.92;"0";0.16;"0";14
28;74000;"Hipotecada";6;"Empreendimento";"E";7000;15.38;"1";0.09;"0";9
24;134300;"Hipotecada";2;"Médico";"E";12000;16.45;"1";0.08;"0";2
23;46744;"Alugada";4;"Educativo";"D";8800;14.96;"0";0.19;"1";3
23;38400;"Alugada";7;"Pagamento de débitos";"C";3600;13.61;"0";0.09;"0";3
22;40000;"Alugada";1;"Educativo";"B";16000;8.88;"1";0.4;"0";3
25;57500;"Alugada";4;"Empreendimento";"C";6000;11.28;"1";0.1;"0";2
24;42000;"Alugada";8;"Melhora do lar";"D";18000;14.46;"1";0.43;"1";3
38;34296;"Própria";1;"Médico";"C";12000;0.0;"0";0.35;"1";12
28;115000;"Hipotecada";3;"Pessoal";"C";4500;12.68;"0";0.04;"0";7
25;49500;"Hipotecada";2;"Pagamento de débitos";"A";2400;7.51;"0";0.05;"0";2
24;59000;"Alugada";5;"Médico";"A";3500;8.9;"0";0.06;"0";3
78;48000;"Alugada";0;"Médico";"A";1500;11.12;"";0.03;"0";7
36;126252;"Alugada";18;"Médico";"A";8000;7.14;"0";0.06;"0";11
31;40000;"Alugada";1;"Pagamento de débitos";"A";8000;7.9;"0";0.2;"0";9
27;48000;"Própria";3;"Empreendimento";"B";24000;9.91;"0";0.5;"0";9
24;12000;"Alugada";4;"Médico";"A";2400;6.92;"1";0.2;"0";2
23;52000;"Alugada";7;"Empreendimento";"B";7500;10.38;"0";0.14;"0";2
24;300000;"Hipotecada";8;"Pagamento de débitos";"B";35000;9.99;"0";0.12;"0";3
31;90000;"Hipotecada";13;"Melhora do lar";"B";12000;11.49;"0";0.13;"0";7
28;72000;"Alugada";6;"Médico";"A";15000;6.54;"0";0.21;"0";6
24;40000;"Hipotecada";8;"Pagamento de débitos";"B";15000;9.88;"0";0.38;"0";2
23;96000;"Própria";8;"Médico";"C";8000;13.49;"0";0.08;"0";3
23;38400;"Alugada";3;"Pagamento de débitos";"A";6250;8.9;"0";0.16;"0";4
24;47250;"Alugada";5;"Educativo";"B";12600;11.83;"0";0.27;"0";2
26;54400;"Alugada";2;"Médico";"E";3000;19.42;"1";0.05;"0";2
23;77200;"Alugada";1;"Educativo";"B";3000;9.63;"0";0.04;"0";2
23;60000;"Alugada";0;"Médico";"C";2000;13.06;"0";0.03;"1";3
27;47000;"Alugada";3;"Empreendimento";"D";25000;15.7;"1";0.53;"1";10
21;29000;"Alugada";6;"Médico";"C";11000;13.49;"1";0.38;"1";2
26;75000;"Hipotecada";7;"Pagamento de débitos";"A";6500;8.9;"0";0.09;"0";4
25;89016;"Hipotecada";9;"Médico";"A";4500;0.0;"0";0.05;"0";3
39;275000;"Alugada";12;"Pessoal";"A";12000;8.49;"0";0.04;"0";14
39;49000;"Alugada";0;"Pagamento de débitos";"F";15175;19.13;"1";0.31;"1";11
25;49963;"Hipotecada";9;"Médico";"B";2100;11.49;"1";0.04;"0";3
21;50500;"Alugada";0;"Médico";"B";5000;10.37;"0";0.1;"0";3
31;40860;"Alugada";0;"Empreendimento";"A";4000;0.0;"0";0.1;"0";7
27;46000;"Alugada";5;"Educativo";"D";13000;14.59;"0";0.28;"1";10
23;52250;"Hipotecada";2;"Empreendimento";"C";4750;13.35;"0";0.09;"1";4
42;32400;"Alugada";1;"Pagamento de débitos";"D";8875;16.29;"1";0.27;"0";16
30;90000;"Hipotecada";3;"Educativo";"B";13000;11.89;"0";0.14;"0";10
23;32000;"Alugada";5;"Médico";"A";14125;7.9;"1";0.44;"0";2
29;42000;"Hipotecada";0;"Empreendimento";"A";7500;0.0;"0";0.18;"0";9
23;57000;"Hipotecada";5;"Empreendimento";"B";18000;11.11;"0";0.32;"0";2
41;21000;"Alugada";0;"Médico";"B";3000;0.0;"0";0.14;"0";15
24;135000;"Alugada";3;"Educativo";"E";16000;16.69;"0";0.12;"0";2
36;62000;"Alugada";13;"Educativo";"A";3000;8.9;"0";0.05;"0";12
36;28000;"Hipotecada";1;"Empreendimento";"D";3075;15.62;"1";0.11;"1";12
40;19200;"Alugada";2;"Empreendimento";"B";1800;11.99;"0";0.09;"0";13
22;20400;"Própria";0;"Pagamento de débitos";"D";3800;0.0;"0";0.19;"1";3
25;82729;"Própria";8;"Empreendimento";"A";4800;6.17;"0";0.06;"0";3
28;95000;"Hipotecada";12;"Melhora do lar";"A";3500;6.03;"0";0.04;"0";7
26;94500;"Alugada";6;"Melhora do lar";"B";14400;10.37;"0";0.15;"0";3
25;83195;"Alugada";9;"Pessoal";"B";13000;11.71;"0";0.16;"0";3
38;40320;"Hipotecada";4;"Educativo";"D";15000;16.07;"0";0.37;"0";14
23;80000;"Alugada";5;"Empreendimento";"A";18000;8.49;"0";0.23;"0";3
21;59800;"Alugada";5;"Pessoal";"B";5000;11.36;"0";0.08;"0";3
26;58000;"Alugada";0;"Pessoal";"A";3500;8.59;"0";0.06;"0";3
23;22884;"Hipotecada";4;"Educativo";"E";6000;16.0;"0";0.26;"0";2
26;42000;"Hipotecada";0;"Empreendimento";"B";4500;11.48;"0";0.11;"0";3
22;60000;"Hipotecada";5;"Empreendimento";"A";5600;7.49;"0";0.09;"0";3
23;42000;"Alugada";2;"Educativo";"C";4900;14.72;"0";0.12;"1";4
29;33996;"Alugada";11;"Educativo";"C";4000;13.47;"1";0.12;"0";7
37;70000;"Alugada";6;"Melhora do lar";"A";8400;7.49;"0";0.12;"0";15
26;59000;"Alugada";3;"Educativo";"A";9600;7.49;"1";0.16;"0";3
22;38790;"Alugada";0;"Educativo";"C";4800;13.8;"0";0.12;"1";3
32;200000;"Alugada";6;"Melhora do lar";"E";35000;19.03;"0";0.17;"1";8
29;35000;"Própria";0;"Empreendimento";"C";10000;12.87;"0";0.29;"1";8
24;24000;"Alugada";0;"Pessoal";"D";7000;15.62;"1";0.29;"0";2
38;30120;"Alugada";1;"Melhora do lar";"D";14400;12.8;"1";0.48;"1";17
25;18000;"Alugada";1;"Pessoal";"B";5500;11.71;"1";0.31;"0";2
27;75860;"Alugada";9;"Médico";"B";4000;0.0;"";0.03;"0";10
24;28800;"Hipotecada";5;"Pagamento de débitos";"C";5500;0.0;"0";0.19;"1";3
29;45000;"Alugada";0;"Médico";"B";8000;12.18;"0";0.18;"0";5
36;60000;"Hipotecada";12;"Educativo";"A";15000;7.88;"0";0.25;"0";17
27;130000;"Alugada";3;"Médico";"B";10000;11.49;"0";0.08;"0";10
22;20000;"Própria";6;"Pessoal";"B";9250;10.65;"0";0.46;"0";4
27;36000;"Alugada";11;"Empreendimento";"A";4500;7.49;"0";0.13;"0";5
29;56000;"Alugada";0;"Pessoal";"D";8000;0.0;"1";0.14;"1";5
32;16800;"Alugada";0;"Pessoal";"C";5000;14.35;"1";0.3;"1";7
23;39000;"Alugada";1;"Educativo";"B";15000;12.21;"1";0.38;"0";4
25;90000;"Hipotecada";2;"Médico";"B";15000;12.42;"0";0.17;"0";2
23;38000;"Alugada";4;"Educativo";"D";13000;0.0;"1";0.34;"0";4
23;27000;"Alugada";6;"Educativo";"C";6000;11.66;"0";0.22;"1";3
27;42000;"Alugada";1;"Pessoal";"B";5000;10.99;"0";0.12;"0";10
29;100000;"Hipotecada";2;"Melhora do lar";"D";20000;14.61;"0";0.2;"1";10
22;58608;"Hipotecada";6;"Educativo";"A";12000;6.03;"0";0.2;"0";4
25;58650;"Hipotecada";0;"Médico";"A";5200;6.54;"1";0.08;"0";2
33;30000;"Alugada";6;"Pessoal";"B";7200;12.69;"1";0.24;"0";10
41;71500;"Alugada";4;"Educativo";"A";10000;7.14;"0";0.14;"0";14
22;111460;"Alugada";3;"Pagamento de débitos";"B";5000;11.71;"0";0.04;"0";4
23;45000;"Alugada";6;"Empreendimento";"B";1600;10.08;"0";0.04;"0";4
34;168000;"Alugada";0;"Pagamento de débitos";"B";24250;11.83;"0";0.14;"0";10
25;63200;"Hipotecada";3;"Empreendimento";"A";27250;8.9;"0";0.43;"0";4
29;42000;"Hipotecada";2;"Melhora do lar";"C";1200;12.98;"1";0.03;"0";10
28;36000;"Alugada";0;"Médico";"C";8000;12.84;"0";0.22;"0";6
22;42000;"Hipotecada";6;"Médico";"A";3000;6.03;"0";0.07;"0";2
23;87000;"Hipotecada";5;"Educativo";"A";10000;7.29;"0";0.11;"0";4
31;168000;"Hipotecada";6;"Empreendimento";"C";25000;13.06;"0";0.15;"0";5
25;54990;"Alugada";4;"Pagamento de débitos";"C";7200;15.27;"0";0.13;"1";3
30;34046;"Alugada";2;"Médico";"D";12000;14.96;"1";0.35;"1";6
33;96053;"Alugada";3;"Médico";"E";12000;15.68;"1";0.11;"0";6
31;37200;"Alugada";4;"Pagamento de débitos";"A";9000;7.51;"0";0.24;"0";6
23;47000;"Alugada";3;"Empreendimento";"B";15000;11.48;"1";0.32;"0";4
52;52000;"Hipotecada";2;"Pessoal";"A";10000;0.0;"0";0.19;"0";29
26;52000;"Alugada";6;"Pagamento de débitos";"C";2500;14.82;"0";0.05;"1";2
45;110000;"Hipotecada";5;"Pessoal";"B";20000;11.11;"0";0.18;"0";16
25;42000;"Hipotecada";0;"Empreendimento";"B";3500;10.36;"0";0.08;"0";2
25;54000;"Hipotecada";9;"Empreendimento";"A";8000;6.92;"0";0.15;"0";4
24;110000;"Hipotecada";8;"Pessoal";"C";5600;12.98;"0";0.05;"1";4
29;29780;"Alugada";2;"Pessoal";"D";1500;12.86;"1";0.05;"1";10
23;24000;"Hipotecada";5;"Médico";"B";1375;11.11;"1";0.06;"0";3
30;10800;"Própria";0;"Pessoal";"B";2400;9.99;"1";0.22;"0";7
29;33600;"Hipotecada";3;"Médico";"B";12000;11.83;"0";0.36;"0";6
26;90000;"Alugada";8;"Pessoal";"D";15000;0.0;"0";0.17;"1";3
31;78408;"Hipotecada";10;"Empreendimento";"B";15000;12.18;"0";0.19;"0";8
23;67700;"Hipotecada";7;"Educativo";"D";15000;14.11;"1";0.22;"1";3
28;124886;"Hipotecada";12;"Melhora do lar";"B";5000;11.99;"1";0.04;"0";9
22;79000;"Hipotecada";6;"Médico";"A";10375;6.62;"0";0.13;"0";4
30;90000;"Alugada";1;"Médico";"B";7000;9.25;"0";0.08;"0";8
31;80000;"Alugada";0;"Melhora do lar";"A";10000;8.59;"0";0.13;"0";6
25;90000;"Hipotecada";4;"Empreendimento";"B";10000;10.0;"0";0.11;"0";2
21;40000;"Alugada";5;"Empreendimento";"D";1200;15.58;"0";0.03;"0";4
25;110000;"Hipotecada";9;"Pessoal";"A";20000;7.88;"0";0.18;"0";2
23;60000;"Alugada";4;"Pagamento de débitos";"B";24750;9.33;"1";0.41;"0";3
31;85000;"Alugada";1;"Médico";"A";18500;7.51;"1";0.18;"0";7
26;55700;"Alugada";2;"Melhora do lar";"C";8000;13.49;"1";0.14;"1";4
29;90000;"Hipotecada";14;"Educativo";"B";10000;10.65;"0";0.11;"0";6
24;72000;"Hipotecada";1;"Pessoal";"A";12000;5.42;"0";0.17;"0";2
23;30996;"Própria";2;"Empreendimento";"B";5000;11.86;"0";0.16;"0";4
27;120000;"Alugada";2;"Pagamento de débitos";"B";11050;12.69;"0";0.09;"0";7
33;40000;"Alugada";15;"Pessoal";"B";15000;9.88;"1";0.38;"0";5
24;185000;"Hipotecada";6;"Médico";"A";3000;7.88;"0";0.02;"0";2
25;96000;"Hipotecada";0;"Médico";"B";5000;11.83;"0";0.05;"0";4
22;30000;"-";2;"-";"A";11000;8.49;"0";0.11;"0";3
25;93000;"Alugada";3;"Educativo";"B";12000;0.0;"0";0.13;"0";3
23;85000;"Hipotecada";0;"Educativo";"C";11000;14.27;"0";0.13;"0";4
27;41200;"Alugada";1;"Médico";"A";7100;7.88;"0";0.17;"0";10
27;102000;"Hipotecada";1;"Melhora do lar";"C";15000;12.84;"0";0.15;"0";7
23;56000;"Alugada";1;"Educativo";"B";8000;10.0;"0";0.14;"0";3
25;25000;"Alugada";1;"Educativo";"C";5200;12.53;"0";0.21;"1";3
36;52000;"Hipotecada";11;"Pessoal";"B";1500;11.36;"1";0.03;"0";17
23;0;"Própria";7;"Pessoal";"A";9000;5.42;"";0.09;"0";7
24;42000;"Alugada";1;"Pessoal";"A";3500;0.0;"0";0.08;"0";3
22;60350;"Hipotecada";6;"Médico";"D";35000;16.89;"1";0.49;"0";3
28;68000;"Alugada";4;"Empreendimento";"B";11000;11.49;"0";0.16;"0";5
22;32213;"Hipotecada";3;"Médico";"C";8000;13.47;"1";0.25;"1";4
32;162000;"Alugada";5;"Empreendimento";"A";20000;6.99;"0";0.12;"0";9
23;28000;"Alugada";0;"Educativo";"A";6000;9.63;"0";0.21;"0";4
27;55000;"Hipotecada";8;"Empreendimento";"C";7500;12.22;"0";0.14;"1";6
40;85000;"Alugada";5;"Melhora do lar";"B";18000;11.48;"0";0.21;"0";13
23;85000;"Hipotecada";5;"Educativo";"A";8000;7.14;"0";0.09;"0";2
35;35300;"Alugada";0;"Educativo";"C";0;6.99;"0";0.0;"0";15
34;135000;"Alugada";6;"Empreendimento";"E";20000;17.74;"0";0.15;"1";5
24;89000;"Própria";7;"Melhora do lar";"D";15000;17.58;"0";0.17;"0";4
32;39270;"Alugada";5;"Educativo";"C";6800;12.99;"0";0.17;"1";7
21;40000;"Hipotecada";5;"Educativo";"B";9000;11.14;"0";0.23;"0";3
40;42996;"Própria";15;"Educativo";"D";15000;16.0;"0";0.35;"1";17
48;72000;"Hipotecada";5;"Melhora do lar";"D";7000;14.96;"0";0.1;"1";17
25;30996;"Alugada";9;"Empreendimento";"A";4500;6.92;"0";0.15;"0";3
24;30000;"Hipotecada";8;"Melhora do lar";"C";5000;13.48;"1";0.17;"1";2
25;44000;"Alugada";6;"Educativo";"B";17500;12.53;"1";0.4;"0";4
24;54000;"Alugada";6;"Pagamento de débitos";"A";5500;8.07;"0";0.1;"0";2
26;70000;"Hipotecada";10;"Educativo";"B";5000;9.88;"0";0.07;"0";4
26;102000;"Hipotecada";6;"Pagamento de débitos";"C";6000;13.61;"0";0.06;"0";2
30;30000;"Alugada";14;"Médico";"C";12800;14.79;"1";0.43;"1";9
22;30000;"Alugada";2;"Educativo";"A";2500;8.49;"1";0.08;"0";2
36;24000;"Hipotecada";18;"Empreendimento";"B";6200;10.65;"0";0.26;"0";16
30;56400;"Alugada";1;"Pagamento de débitos";"B";7000;11.49;"1";0.12;"0";9
26;85000;"Hipotecada";3;"Pagamento de débitos";"B";4000;9.25;"0";0.05;"0";2
26;32500;"Hipotecada";8;"Pagamento de débitos";"C";3000;13.22;"0";0.09;"1";3
37;75600;"Hipotecada";3;"Pagamento de débitos";"A";28000;7.49;"0";0.37;"0";15
47;40000;"Hipotecada";0;"Pessoal";"A";6000;7.74;"0";0.15;"0";11
24;97000;"Hipotecada";6;"Melhora do lar";"C";6800;13.61;"0";0.07;"1";4
24;40000;"Própria";7;"Educativo";"C";2000;12.53;"0";0.05;"0";4
30;34000;"Alugada";3;"Pessoal";"A";9000;0.0;"0";0.26;"0";8
28;100000;"Hipotecada";13;"Melhora do lar";"A";12000;7.88;"0";0.12;"0";8
23;100000;"Alugada";5;"Educativo";"A";5000;6.03;"0";0.05;"0";2
23;39600;"Hipotecada";7;"Médico";"A";6000;7.88;"0";0.15;"0";2
24;95000;"-";0;"Médico";"C";10000;0.0;"0";0.2;"0";8
24;52800;"Alugada";8;"Pagamento de débitos";"A";9000;7.49;"0";0.17;"0";4
24;71000;"Própria";0;"Melhora do lar";"A";10000;5.79;"0";0.14;"0";3
28;34000;"Alugada";4;"Pessoal";"B";3000;10.65;"1";0.09;"0";10
26;91800;"Alugada";7;"Médico";"C";15450;10.91;"1";0.14;"1";3
25;185000;"Alugada";6;"Empreendimento";"C";15000;15.27;"0";0.08;"0";2
32;18000;"Própria";0;"Empreendimento";"A";4750;7.88;"1";0.26;"0";6
30;54000;"Alugada";9;"Melhora do lar";"C";15000;14.27;"1";0.28;"1";8
22;65000;"Própria";1;"Empreendimento";"D";5000;15.37;"0";0.08;"0";4
24;100000;"Própria";2;"Melhora do lar";"B";24000;10.99;"0";0.24;"0";4
39;60000;"Alugada";1;"Médico";"B";11025;10.59;"0";0.18;"0";12
24;33048;"Alugada";6;"Educativo";"C";10600;11.97;"1";0.32;"1";3
28;84500;"-";13;"Melhora do lar";"C";5000;13.48;"0";0.1;"";10
25;76000;"Alugada";1;"Pagamento de débitos";"A";5000;7.9;"0";0.07;"0";3
24;16800;"Alugada";0;"Empreendimento";"B";1000;11.49;"0";0.06;"0";3
21;38400;"Alugada";5;"Pessoal";"B";5000;10.59;"0";0.13;"0";4
29;75000;"Hipotecada";8;"Médico";"A";4200;5.42;"0";0.06;"0";9
31;55000;"Alugada";3;"Melhora do lar";"C";12000;13.23;"0";0.22;"0";10
23;90000;"Hipotecada";5;"Pessoal";"A";15000;6.03;"0";0.17;"0";3
44;48000;"Alugada";0;"Empreendimento";"C";5000;13.43;"0";0.1;"0";14
24;0;"Hipotecada";8;"Melhora do lar";"B";14500;11.26;"0";0.18;"";14
22;38000;"Alugada";5;"Pessoal";"C";10000;13.49;"0";0.26;"0";2
27;54000;"Alugada";4;"Médico";"C";8000;13.8;"0";0.15;"1";5
23;75000;"Alugada";6;"Educativo";"A";15000;6.54;"0";0.2;"0";3
22;66996;"Hipotecada";6;"Educativo";"B";6000;10.37;"0";0.09;"0";3
27;43200;"Alugada";2;"Pagamento de débitos";"D";4500;16.07;"1";0.1;"1";5
30;30000;"Alugada";1;"Médico";"C";4000;13.99;"0";0.13;"1";6
29;200000;"Hipotecada";13;"Empreendimento";"B";10000;12.69;"0";0.05;"0";9
22;25000;"Própria";0;"Empreendimento";"A";5000;6.03;"0";0.2;"0";2
24;30000;"Alugada";1;"Pessoal";"B";3000;10.37;"0";0.1;"0";2
29;100000;"Alugada";1;"Médico";"B";15000;9.88;"0";0.15;"0";9
25;56204;"Alugada";3;"Médico";"D";12000;14.11;"1";0.21;"1";2
25;90000;"Hipotecada";6;"Pagamento de débitos";"A";15000;8.49;"0";0.17;"0";2
41;120000;"Hipotecada";8;"Médico";"B";20000;10.25;"0";0.17;"0";11
22;37200;"Alugada";2;"Educativo";"A";10000;6.92;"0";0.27;"0";2
28;34000;"Alugada";2;"Educativo";"C";7000;13.49;"1";0.21;"1";5
26;64404;"Alugada";3;"Educativo";"B";12000;11.89;"0";0.19;"0";2
35;40000;"Própria";5;"Empreendimento";"A";8000;7.66;"0";0.2;"0";6
51;38000;"Alugada";7;"Pessoal";"B";13000;12.42;"1";0.34;"0";18
24;86000;"Hipotecada";8;"Melhora do lar";"B";16000;11.12;"0";0.19;"0";3
25;25000;"Própria";1;"Empreendimento";"C";4800;12.53;"0";0.19;"0";3
24;54000;"Própria";8;"Educativo";"C";1200;13.11;"0";0.02;"1";3
32;120000;"Hipotecada";0;"Melhora do lar";"A";6600;7.49;"0";0.06;"0";7
31;20000;"Própria";1;"Melhora do lar";"A";5000;8.59;"0";0.25;"0";8
31;69000;"Alugada";1;"Pagamento de débitos";"D";22000;13.67;"1";0.32;"1";7
39;72000;"Hipotecada";9;"Pagamento de débitos";"B";15000;11.86;"0";0.21;"0";15
26;31200;"Alugada";8;"Educativo";"A";5000;8.63;"0";0.16;"0";2
27;119000;"Própria";5;"Educativo";"A";5000;7.51;"0";0.04;"0";5
23;38400;"Hipotecada";7;"Empreendimento";"B";5000;10.37;"0";0.13;"0";4
35;50000;"Hipotecada";7;"Melhora do lar";"A";12000;6.62;"0";0.24;"0";6
21;55000;"Hipotecada";5;"Educativo";"A";10500;7.51;"0";0.19;"0";3
24;50000;"Alugada";6;"Pessoal";"A";4000;7.66;"0";0.08;"0";4
28;38700;"Alugada";8;"Empreendimento";"B";3600;11.12;"0";0.09;"0";7
29;250000;"Hipotecada";13;"Educativo";"C";20000;13.79;"0";0.08;"0";8
25;54000;"Alugada";2;"Pessoal";"B";14000;10.99;"0";0.26;"0";4
30;80256;"Própria";11;"Empreendimento";"A";24000;7.49;"0";0.3;"0";7
28;52000;"Alugada";3;"Melhora do lar";"B";7000;11.99;"0";0.13;"0";8
30;40000;"Alugada";9;"Médico";"D";9000;16.77;"0";0.23;"1";9
27;39000;"Alugada";4;"Pagamento de débitos";"B";7200;10.65;"1";0.18;"0";5
33;20640;"Própria";0;"Melhora do lar";"D";6250;14.84;"0";0.3;"0";7
25;29000;"-";0;"Melhora do lar";"F";14000;14.27;"";0.17;"1";7
24;41100;"Própria";2;"Empreendimento";"B";9200;12.42;"0";0.22;"0";2
22;144500;"Alugada";5;"Pagamento de débitos";"C";18000;13.72;"0";0.12;"0";3
27;63000;"Própria";2;"Médico";"A";9500;8.07;"0";0.15;"0";6
37;86000;"Alugada";0;"Pessoal";"A";6000;7.14;"0";0.07;"0";17
30;79200;"Hipotecada";10;"Educativo";"A";9000;8.49;"1";0.11;"0";8
24;13200;"Alugada";6;"Empreendimento";"D";4000;15.65;"1";0.3;"1";3
44;37000;"Alugada";0;"Pessoal";"C";3500;12.87;"0";0.09;"0";13
30;60000;"Hipotecada";3;"Pagamento de débitos";"A";4125;5.99;"0";0.07;"0";5
24;97000;"Hipotecada";6;"Pessoal";"B";8000;11.11;"0";0.08;"0";4
34;120000;"Alugada";0;"Pagamento de débitos";"A";2200;7.51;"0";0.02;"0";5
35;54996;"Alugada";12;"Melhora do lar";"A";20000;6.62;"1";0.36;"0";9
26;38000;"Hipotecada";5;"Melhora do lar";"B";5000;0.0;"0";0.13;"0";2
23;32000;"Alugada";4;"Educativo";"B";11000;9.91;"1";0.34;"0";3
23;75000;"Hipotecada";1;"-";"E";12500;15.33;"0";0.0;"1";3
34;175000;"Hipotecada";18;"Pessoal";"B";12000;10.74;"0";0.07;"0";7
35;70360;"Alugada";8;"Educativo";"A";10000;6.62;"0";0.14;"0";5
26;66948;"Própria";11;"Pessoal";"B";20000;10.95;"0";0.3;"0";4
26;62100;"Hipotecada";2;"Educativo";"B";9600;11.71;"0";0.15;"0";4
25;72000;"Alugada";2;"Médico";"B";10000;10.37;"0";0.14;"0";4
29;46000;"Hipotecada";3;"Melhora do lar";"C";7500;14.35;"0";0.16;"1";5
23;50000;"Alugada";5;"Pessoal";"B";6000;11.48;"0";0.12;"0";3
24;57996;"Alugada";8;"Médico";"D";2000;15.37;"1";0.03;"0";4
29;48504;"Alugada";0;"Pagamento de débitos";"C";5000;13.98;"0";0.1;"1";5
23;30280;"Hipotecada";5;"Educativo";"A";5800;7.29;"0";0.19;"0";2
21;30000;"Alugada";0;"Empreendimento";"A";5000;8.59;"0";0.17;"0";2
27;102000;"Hipotecada";1;"Empreendimento";"C";15000;12.84;"0";0.15;"0";8
